ITEM_20150317_000001	
ITEM_20210805_027127	각 확률에 따라 장비 강화 성공 시 성능이 향상되며, 강화에 실패해도 강화 수치는 하락하지 않습니다. 단, 포텐셜은 하락합니다. 포텐셜이 0미만이 될 경우 아이템이 파괴됩니다.	ITEM_20180517_018140	강화에 실패해도 강화 수치는 하락하지 않습니다. 단, 포텐셜은 하락합니다. 포텐셜이 0미만이 될 경우 아이템이 파괴됩니다.	
ITEM_20210805_027128	사용 시 각 확률에 따른 수량의 실버가 획득됩니다.	ITEM_20180517_018205	사용시 랜덤 수량의 실버가 획득됩니다.	
ITEM_20210805_027129	사용 시 보상목록 중 각 확률에 따라 아이템이 획득됩니다.	
ITEM_20210805_027130	사용 시 대장장이 테리아베리스가 준비한 모루 중 하나를 각 확률에 따라 얻을 수 있습니다.{nl}- 모루{nl}- 강철 모루(14일){nl}- 은빛 모루(14일){nl}- 황금 모루(14일){nl}4월 11일 점검 시, 일괄 삭제 됩니다.	ITEM_20190509_021931	사용 시 대장장이 테리아베리스가 준비한 모루 중 하나를 얻을 수 있습니다.{nl}- 모루{nl}- 강철 모루(14일){nl}- 은빛 모루(14일){nl}- 황금 모루(14일){nl}4월 11일 점검 시, 일괄 삭제 됩니다	
ITEM_20210805_027131	사용 시 지정된 몬스터 리스트 중 각 확률에 따라 몬스터 6종이 등장합니다.{nl}몬스터를 선택하여 해당 몬스터가 등록된 그리모어 낱장을 획득할 수 있습니다.{nl}그리모어 낱장 획득 시 [이벤트] 고대 주화가 소모됩니다.{nl} 몬스터의 등급에 따라 소모되는 [이벤트] 고대 주화 개수와 등장 확률이 다릅니다.{nl}다중 선택이 가능합니다. {nl}[이벤트] 고대 주화 소모 개수 및 등장 확률{nl} - 노말 : 1개(70%){nl} - 매직 : 2개(25%){nl} - 유니크 : 3개(4%){nl} - 레전드 : 4개(1%){nl}* 10월 24일 점검 시, 일괄 삭제됩니다.	
ITEM_20210805_027132	우클릭으로 아츠 및 상급 특성을 배울 수 있는 [신비한 서] 4개를 획득합니다.	
ITEM_20210805_027133	칭호 - Heart of a lion	
ITEM_20210805_027134	[보스 협동전 훈장]으로 교환 가능한 칭호입니다.	
ITEM_20210805_027135	칭호 - Reckless Daredevil	
ITEM_20210805_027136	칭호 - Raging Imperator	
ITEM_20210805_027137	칭호 - Raid Veteran	
ITEM_20210805_027138	칭호 - Eternal Warrior	
ITEM_20210805_027139	*[Lv.1] 바이보라 무기는 우클릭을 통해 [바이보라 비전] 형태로 변환 가능합니다. [Lv.2]이상 바이보라 무기는 분해 기능을 이용해 주시길 바랍니다.	
ITEM_20210805_027140	레어 등급 인챈트 쥬얼입니다. 무기 / 방어구에 각 확률에 따라 [인챈트 옵션]을 부여 할 수 있습니다.	
ITEM_20210805_027141	유니크 등급 인챈트 쥬얼입니다. 무기 / 방어구에 각 확률에 따라 [인챈트 옵션]을 부여 할 수 있습니다.	
ITEM_20210805_027142	레전드 등급 인챈트 쥬얼입니다. 무기 / 방어구에 각 확률에 따라 [인챈트 옵션]을 부여 할 수 있습니다.	
ITEM_20210805_027143	레전드 등급 인챈트 쥬얼입니다. 무기 / 방어구에 각 확률에 따라 [인챈트 옵션]을 부여 할 수 있습니다.{nl} {nl}{#0000ff}해당 아이템은 각 마을에 위치한 	
ITEM_20210805_027144	를 통해 [Lv.460] 가디스 인챈트 쥬얼(거래불가)로 교환할 수 있습니다.	
ITEM_20210805_027145	전투 중 발생하는 기운을 모아 저장 할 수 있는 아이템입니다. 최고 레벨을 달성한 캐릭터만 활성화 할 수 있습니다. 활성화되어 있으면 처치한 몬스터 경험치를 저장합니다.	ITEM_20200602_026086	전투 중 발생하는 기운을 모아 저장 할 수 있는 아이템입니다. 최고 레벨을 달성한 캐릭터만 활성화 할 수 있습니다. 활성화되어 있으면 처치한 몬스터 경험치의 50%를 저장합니다.	
ITEM_20210805_027146	케파 뱃지 말풍선 30일	
ITEM_20210805_027147	케파 뱃지 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027148	티니 뱃지 말풍선 30일	
ITEM_20210805_027149	티니 뱃지 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027150	포포리온 뱃지 말풍선 30일	
ITEM_20210805_027151	포포리온 뱃지 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027152	체리 아이스크림 말풍선(30일)	
ITEM_20210805_027153	체리 아이스크림 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027154	블루베리 아이스크림 말풍선(30일)	
ITEM_20210805_027155	블루베리 아이스크림 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027156	롤링 도어 말풍선(핑크) 30일	
ITEM_20210805_027157	롤링 도어(핑크) 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027158	롤링 도어 말풍선(블루 스카이) 30일	
ITEM_20210805_027159	롤링 도어(블루 스카이) 말풍선 스킨을 등록할 수 있습니다.{nl}아이템 사용 시, 30일동안 해당 말풍선 스킨을 이용할 수 있습니다.{nl}마우스 오른쪽 클릭으로 사용합니다.{nl} {nl}이미 해당 말풍선을 사용중인 경우, 동일한 말풍선 사용시 해당 말풍선의 남은 기간이 연장됩니다.	
ITEM_20210805_027160	어시스터 카드를 획득할 수 있습니다.{nl} {nl}다섯 장의 어시스터 카드 중 하나의 어시스터 카드만 선택 가능합니다.{nl} {nl}{#ff0000}※어시스터 보관함의 어시스터 카드첩 버튼을 통해 사용하거나 우클릭시 즉시 무작위 1장을 획득할 수 있습니다.{/}{nl} {nl}※획득할 수 있는 어시스터 카드{nl}[노말 등급] - 에스카로트, 그림 리퍼, 나크티스, 프리즌커터, 파이어로드, 살티스터, 벨니아몽키, 캔서릴, 페릿머로더, 라페네, 모스템, 콜리멘시아, 오르칸, 세콰이아, 만다라, 캐슬 프린세스{nl} {nl}[매직 등급] - 토르멘타, 프로스터 로드, 탄타이저, 웨이스트럴, 솔콤, 아시오 메이지, 쿠게리 발저맨서, 프로디드 호스{nl} {nl}[유니크 등급] - 네뷸라스, 미르티스, 헬가 세르클, 마르녹스, 렉시퍼, 이그나스, 자우라, 블룻, 누아엘레, 서큐버스{nl} {nl}[레전드 등급] - 모링포니아, 스키아클립스, 벨코퍼, 보루타, 머즈루스	ITEM_20200602_026136	어시스터 카드를 획득할 수 있습니다.{nl} {nl}다섯 장의 어시스터 카드 중 하나의 어시스터 카드만 선택 가능합니다.{nl} {nl}※어시스터 보관함의 어시스터 카드첩 버튼을 통해 사용할 수 있습니다.{nl} {nl}※획득할 수 있는 어시스터 카드{nl}[노말 등급] - 에스카로트, 그림 리퍼, 나크티스, 프리즌커터, 파이어로드, 살티스터, 벨니아몽키, 캔서릴, 페릿머로더, 라페네, 모스템, 콜리멘시아, 오르칸, 세콰이아, 만다라, 캐슬 프린세스{nl} {nl}[매직 등급] - 토르멘타, 프로스터 로드, 탄타이저, 웨이스트럴, 솔콤, 아시오 메이지, 쿠게리 발저맨서, 프로디드 호스{nl} {nl}[유니크 등급] - 네뷸라스, 미르티스, 헬가 세르클, 마르녹스, 렉시퍼, 이그나스, 자우라, 블룻, 누아엘레, 서큐버스{nl} {nl}[레전드 등급] - 모링포니아, 스키아클립스, 벨코퍼, 보루타, 머즈루스	
ITEM_20210805_027161	어시스터 카드 다섯 장을 획득할 수 있습니다.{nl} {nl}{#ff0000}※어시스터 보관함의 어시스터 카드첩 버튼을 통해 사용하거나 우클릭시 즉시 사용할 수 있습니다.{/}{nl} {nl}※획득할 수 있는 어시스터 카드{nl}[노말 등급] - 에스카로트, 그림 리퍼, 나크티스, 프리즌커터, 파이어로드, 살티스터, 벨니아몽키, 캔서릴, 페릿머로더, 라페네, 모스템, 콜리멘시아, 오르칸, 세콰이아, 만다라, 캐슬 프린세스{nl} {nl}[매직 등급] - 토르멘타, 프로스터 로드, 탄타이저, 웨이스트럴, 솔콤, 아시오 메이지, 쿠게리 발저맨서, 프로디드 호스{nl} {nl}[유니크 등급] - 네뷸라스, 미르티스, 헬가 세르클, 마르녹스, 렉시퍼, 이그나스, 자우라, 블룻, 누아엘레, 서큐버스{nl} {nl}[레전드 등급] - 모링포니아, 스키아클립스, 벨코퍼, 보루타, 머즈루스	ITEM_20200602_026138	어시스터 카드 다섯 장을 획득할 수 있습니다.{nl} {nl}※어시스터 보관함의 어시스터 카드첩 버튼을 통해 사용할 수 있습니다.{nl} {nl}※획득할 수 있는 어시스터 카드{nl}[노말 등급] - 에스카로트, 그림 리퍼, 나크티스, 프리즌커터, 파이어로드, 살티스터, 벨니아몽키, 캔서릴, 페릿머로더, 라페네, 모스템, 콜리멘시아, 오르칸, 세콰이아, 만다라, 캐슬 프린세스{nl} {nl}[매직 등급] - 토르멘타, 프로스터 로드, 탄타이저, 웨이스트럴, 솔콤, 아시오 메이지, 쿠게리 발저맨서, 프로디드 호스{nl} {nl}[유니크 등급] - 네뷸라스, 미르티스, 헬가 세르클, 마르녹스, 렉시퍼, 이그나스, 자우라, 블룻, 누아엘레, 서큐버스{nl} {nl}[레전드 등급] - 모링포니아, 스키아클립스, 벨코퍼, 보루타, 머즈루스	
ITEM_20210805_027162	어시스터 카드첩 : 유니크	
ITEM_20210805_027163	유니크 어시스터 카드를 획득할 수 있습니다.{nl} {nl}다섯 장의 어시스터 카드 중 하나의 어시스터 카드만 선택 가능합니다.{nl} {nl}※어시스터 보관함의 어시스터 카드첩 버튼을 통해 사용할 수 있습니다.{nl} {nl}※획득할 수 있는 어시스터 카드{nl} {nl}[유니크 등급] - 네뷸라스, 미르티스, 헬가 세르클, 마르녹스, 렉시퍼, 이그나스, 자우라, 블룻, 누아엘레, 서큐버스	
ITEM_20210805_027164	누군가의 곡괭이	
ITEM_20210805_027165	다르바스 마이너에게 빼앗은 곡괭이입니다. 매우 뛰어난 품질의 곡괭이로 보입니다. 어디서 구했는지는 비밀로 하는 것이 좋을 것 같습니다.	
ITEM_20210805_027166	누군가의 삽	
ITEM_20210805_027167	다르바스 캐리어에게 빼앗은 삽입니다. 삽질을 효과적으로 할 수 있을 것 같습니다. 어디서 구했는지는 비밀로 하는 것이 좋을 것 같습니다.	
ITEM_20210805_027168	누군가가 모은 석재	
ITEM_20210805_027169	다르바스 로더에게 빼앗은 석재입니다. 대단히 무거워 보입니다만, 의외로 들만한 편입니다. 어디서 구했는지는 비밀로 하는 것이 좋을 것 같습니다.	
ITEM_20210805_027170	모크슬라의 연구 자료	
ITEM_20210805_027171	모크슬라들이 아샤크 지하 감옥에서 인간을 대상으로 저지른 연구에 대한 정보가 기술되어 있습니다	
ITEM_20210805_027172	큅 메이지의 연구	
ITEM_20210805_027173	주시자가 큅메이지로 부터 받은 연구 일지입니다.	
ITEM_20210805_027174	귀족들의 귀중품	
ITEM_20210805_027175	신수의 날이 일어난 시기에 왕국의 귀족들이나 왕국 고위 인사 등 부유층에서 유행했던 장신구입니다.{nl}비싼 값어치 덕분에 가끔 지위를 대변하는 역할도 했습니다.	
ITEM_20210805_027176	영혼 구속제	
ITEM_20210805_027177	주시자가 주도한 인간과 마족의 융합 실험에서 인간의 영혼을 약화하기 위해 제조된 약제입니다.	
ITEM_20210805_027178	파야우타의 함정	
ITEM_20210805_027179	파야우타가 소지하고 있던 함정입니다.	
ITEM_20210805_027180	파야우타의 영혼 화살	
ITEM_20210805_027181	파야우타가 자신의 화살에 영혼 구속제를 묶었습니다.	
ITEM_20210805_027182	퀘스트 보상 선택 상자 - 기사 티타스에게(3)	
ITEM_20210805_027183	선택 시, 퀘스트 {#003399}기사 티타스에게(3){/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210805_027184	퀘스트 보상 선택 상자 - 광산 마을 탐문(1)	
ITEM_20210805_027185	선택 시, 퀘스트 {#003399}광산 마을 탐문(1){/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210805_027186	퀘스트 보상 선택 상자 - 여신들의 전언	
ITEM_20210805_027187	선택 시, 퀘스트 {#003399}여신들의 전언{/}의 퀘스트 보상 아크를 선택하여 획득할 수 있습니다.	
ITEM_20210805_027188	퀘스트 보상 선택 상자 - 어둠 너머에	
ITEM_20210805_027189	선택 시, 퀘스트 {#003399}어둠 너머에{/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210805_027190	퀘스트 보상 선택 상자 - 예견된 위기(3)	
ITEM_20210805_027191	선택 시, 퀘스트 {#003399}예견된 위기(3){/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210805_027192	퀘스트 보상 선택 상자 - 사학자 렉시퍼의 연구(5)	
ITEM_20210805_027193	선택 시, 퀘스트 {#003399}사학자 렉시퍼의 연구(5){/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210805_027194	퀘스트 보상 선택 상자 - 광기의 마법사(5)	
ITEM_20210805_027195	선택 시, 퀘스트 {#003399}광기의 마법사(5){/}의 퀘스트 보상을 선택하여 획득할 수 있습니다.	
ITEM_20210823_027196	5주년 큐브 10 + 1	
ITEM_20210823_027197	5주년 큐브는 확률성 아이템으로서 구매 시 각 확률에 따라 [공식 홈페이지 공지사항]에 안내된 구성 아이템 중 1종을 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} -  확률성 아이템의 확률은 공식 홈페이지 하단의 [확률형 아이템 목록]에서 확인할 수 있습니다.	
ITEM_20210823_027198	산들림 투명 우산	
ITEM_20210823_027199	사용 시 우산을 펼칩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다	
ITEM_20210824_027200	LV17 경험치 카드(x10) 상자	
ITEM_20210824_027201	사용 시 다음 아이템을 흭득할 수 있습니다.{nl} - LV17 경험치 카드(x10) x 162	
ITEM_20210826_027202	사용 시 다음 아이템을 흭득할 수 있습니다.{nl} - LV17 경험치 카드(x10) x 162{nl}{#ff0000}개봉 시 획득한 아이템은 팀창고 이동이 불가능 합니다.{/}	ITEM_20210824_027201	사용 시 다음 아이템을 흭득할 수 있습니다.{nl} - LV17 경험치 카드(x10) x 162	
ITEM_20210830_027203	사용 시 다음 아이템을 흭득할 수 있습니다.{nl}(440레벨 부터 사용 가능합니다.){nl} - LV17 경험치 카드(x10) x 162{nl}{#ff0000}개봉 시 획득한 아이템은 팀창고 이동이 불가능 합니다.{/}	ITEM_20210826_027202	사용 시 다음 아이템을 흭득할 수 있습니다.{nl} - LV17 경험치 카드(x10) x 162{nl}{#ff0000}개봉 시 획득한 아이템은 팀창고 이동이 불가능 합니다.{/}	
ITEM_20210914_027204	[리사이클] HP 회복 소형 엘릭서	
ITEM_20210914_027205	[리사이클] SP 회복 소형 엘릭서	
ITEM_20210914_027206	음에너지를 발산하는 결정체입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다.{nl}{#ff0000}우클릭으로 장비 보관함에서만 사용 가능한 거래불가 형태로 변환 가능합니다.{/} {nl}사용처: 카랄리엔 장신구 제작{nl}사용처: 불완전한 카랄리엔 장신구 제작	ITEM_20201113_026594	음에너지를 발산하는 결정체입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다. {nl} {nl}사용처: 카랄리엔 장신구 제작{nl}사용처: 불완전한 카랄리엔 장신구 제작	
ITEM_20210914_027207	정제된 바이올렛틴 크리스탈	
ITEM_20210914_027208	음에너지를 발산하는 결정체입니다. 제독 과정을 거치고 나면 강력한 장비를 제작할 수 있습니다.{nl} {nl}사용처: 장비 보관함의 카랄리엔 액세서리 등록	
ITEM_20210923_027209	낚시에 사용하는 상급 미끼입니다. 컬렉션 재료를 삼키고 있는 물고기가 반응합니다.{nl}오르샤 지역의 낚시터에서만 사용할 수 있습니다. {nl}컬렉션 리스트{nl} - 렘파라사 연못{nl} - 덧댄다리 숲{nl} - 초보자의 무기{nl} - 파우피스 나루{nl} - 초보자의 방어구{nl} - 아샤크 지하감옥 1층{nl} - 아샤크 지하감옥 2층{nl} - 아샤크 지하감옥 3층{nl} - 코루 숲{nl} - 크니도스 숲{nl} - 다단 숲{nl} - 노바하 공회소{nl} - 노바하 별관{nl} - 노바하 본원{nl} - 카롤리스 샘터{nl} - 레타스 개울가{nl} - 펠케 신전터{nl} - 압셈타 수원지{nl} - 네밸랫 광산 1층{nl} - 네밸랫 광산 2층{nl} - 델무어 소작촌{nl} - 델무어 장원{nl} - 델무어 외성{nl} - 시에나칼 묘역{nl} - 칼라일의 영묘{nl} - 토페스 보루 1층{nl} - 토페스 보루 2층{nl} - 벨라이 숲{nl} - 페레토리 구릉{nl} - 제라하{nl} - 세이르 숲{nl} - 모치아 숲{nl} - 수타티스 교역로{nl} - 시카리오스 1층{nl} - 시카리오스 2층{nl} - 찢어진 종이 조각{nl} - 패슬렙타스	ITEM_20210125_026788	낚시에 사용하는 상급 미끼입니다. 컬렉션 재료를 삼키고 있는 물고기가 반응합니다.{nl}오르샤 지역의 낚시터에서만 사용할 수 있습니다. {nl}컬렉션 리스트{nl} - 렘파라사 연못{nl} - 덧댄다리 숲{nl} - 초보자의 무기{nl} - 파우피스 나루{nl} - 초보자의 방어구{nl} - 아샤크 지하감옥 1층{nl} - 아샤크 지하감옥 2층{nl} - 아샤크 지하감옥 3층{nl} - 코루 숲{nl} - 크니도스 숲{nl} - 다단 숲{nl} - 노바하 공회소{nl} - 노바하 별관{nl} - 노바하 본원{nl} - 카롤리스 샘터{nl} - 레타스 개울가{nl} - 펠케 신전터{nl} - 압셈타 수원지{nl} - 네밸랫 광산 1층{nl} - 네밸랫 광산 2층{nl} - 델무어 소작촌{nl} - 델무어 장원{nl} - 델무어 외성{nl} - 시에나칼 묘역{nl} - 칼라일의 영묘{nl} - 토페스 보루 1층{nl} - 토페스 보루 2층{nl} - 벨라이 숲{nl} - 페레토리 구릉{nl} - 제라하{nl} - 세이르 숲{nl} - 모치아 숲{nl} - 수타티스 교역로{nl} - 시카리오스 1층{nl} - 시카리오스 2층{nl} - 찢어진 종이 조각	
ITEM_20210928_027210	모션 이모티콘: 말순이(축하)	
ITEM_20210928_027211	모션 이모티콘: 개복치(그렇군)	
ITEM_20210928_027212	모션 이모티콘: 말순이(기쁨)	
ITEM_20210928_027213	제스처 : 시계추 댄스	
ITEM_20210928_027214	시계추 댄스 제스처를 등록할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}{#ff0000}컴패니언 탑승 시 해당 제스처를 사용할 수 없습니다.{/}	
ITEM_20211008_027215	그 시절 주크박스	
ITEM_20211008_027216	사용 시 주크박스를 소환합니다. 주크박스 주위에서 멀어지면 주크박스가 사라집니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다	
ITEM_20211103_027217	루차도르 가면(레드)	
ITEM_20211103_027218	루차도르 가면	
ITEM_20211103_027219	루차도르 가면(그린)	
ITEM_20211103_027220	레트로 롱 리젠트	
ITEM_20211103_027221	세미 웨이브 롱 펌	
ITEM_20211103_027222	바이보라 여신의 차원 도서관에서 발견된 옛 시대의 기술입니다. 지금은 후계가 끊겨 전승되지 않거나, 알 수 없는 이유로 잊혀진 기술을 담고 있습니다.{nl} {nl}※아이커 장착을 통해 레전드 등급 무기에 옵션을 부여할 수 있습니다.{nl} - 단, 팀에 귀속된 바이보라 비전은 레전드 등급 무기에 옵션을 부여할 수 없습니다.{nl}※장비 보관함에 추가하여 가디스 등급 무기에 옵션을 부여할 수 있습니다.	
ITEM_20211103_027223	별의 탑 저항군을 지원하기 위해 비밀리에 뜻을 같이하고 협력한 마스터들이 공을 들여 만든 목걸이입니다. 다만 지나치게 강력한 장비는 제작자와 제작을 후원한 사람들의 신분을 드러낼 우려가 있어서 일부러 마법부여의 수치는 낮추었다고 합니다.	ITEM_20180906_018914	별의 탑 저항군을 지원하기 위헤 비밀리에 뜻을 같이하고 협력한 마스터들이 공을 들여 만든 목걸이입니다. 다만 지나치게 강력한 장비는 제작자와 제작을 후원한 사람들의 신분을 드러낼 우려가 있어서 일부러 마법부여의 수치는 낮추었다고 합니다.	
ITEM_20211103_027224	[팀 배틀 리그]레드 챔피언 코스튬	
ITEM_20211103_027225	팀 배틀 리그 상점에서 구입한 코스튬입니다.{nl}영구적으로 소지합니다.	
ITEM_20211103_027226	[팀 배틀 리그]화이트 챔피언 코스튬	
ITEM_20211103_027227	[팀 배틀 리그]블루 챔피언 코스튬	
ITEM_20211103_027228	[팀 배틀 리그]블랙 챔피언 코스튬	
ITEM_20211103_027229	루차도르 코스튬	
ITEM_20211103_027230	루차도르 플라타 코스튬	
ITEM_20211103_027231	이전 세대 사람들이 사용한 헬멧을 좀 더 가볍게 개량한 장식입니다. 다양한 창 기술을 사용함에 있어 적당한 무게와 멋을 지녔습니다.	
ITEM_20211103_027232	아시오 메이지 뿔 왕관	
ITEM_20211103_027233	아시오 메이지 날개	
ITEM_20211103_027234	큅 메이지 날개	
ITEM_20211103_027235	캐릭터의 클래스 레벨을 45로 올려줍니다. {nl}100 레벨부터 사용할 수 있습니다. {nl}마우스 오른쪽 클릭으로 사용합니다.	ITEM_20190117_020465	캐릭터의 클래스 레벨을 45로 올려줍니다.  마우스 오른쪽 클릭으로 사용합니다.	
ITEM_20211103_027236	캐릭터의 클래스 레벨을 45로 올려줍니다. {nl}200 레벨부터 사용할 수 있습니다. {nl}마우스 오른쪽 클릭으로 사용합니다.	ITEM_20190117_020465	캐릭터의 클래스 레벨을 45로 올려줍니다.  마우스 오른쪽 클릭으로 사용합니다.	
ITEM_20211103_027237	캐릭터의 클래스 레벨을 45로 올려줍니다. {nl}300 레벨부터 사용할 수 있습니다. {nl}마우스 오른쪽 클릭으로 사용합니다.	ITEM_20190117_020465	캐릭터의 클래스 레벨을 45로 올려줍니다.  마우스 오른쪽 클릭으로 사용합니다.	
ITEM_20211103_027238	아시오 메이지 날개 상자	
ITEM_20211103_027239	사용 시 각 확률에 따라 아시오 메이지 날개 혹은 큅 메이지 날개를 획득할 수 있습니다.	
ITEM_20211103_027240	마우스 오른쪽 클릭으로 사용가능하며, 사용시 바로 컴패니언으로 등록됩니다. {nl} 해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승 가능합니다.{nl} 해당 컴패니언과 동행 시 캐릭터의 추가 대미지 +120 버프를 얻습니다.{nl}- 리사이클 메달로 교환 가능합니다.	ITEM_20180220_017265	마우스 오른쪽 클릭으로 사용가능하며, 사용시 바로 컴패니언으로 등록됩니다. {nl} 해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승 가능합니다.{nl} 해당 컴패니언과 동행 시 캐릭터의 신성 속성 공격력이 증가하는 버프를 얻습니다.{nl}- 리사이클 메달로 교환 가능합니다.	
ITEM_20211103_027241	전투 썰매 상자	
ITEM_20211103_027242	마우스 오른쪽 클릭으로 사용 가능하며, 사용 시 바로 컴패니언으로 등록됩니다. {nl}- 해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승할 수 있고 피격에도 내리지 않습니다. 단, 공격 시 탑승 상태가 해제됩니다.{nl}- 탑승 단축키를 이용하여 썰매와 거리 관계 없이 바로 탑승 가능합니다. {nl}- 탑승 버프 이동속도가 6으로 증가합니다.{nl}- 컴패니언을 이용한 스킬을 사용할 수 없습니다.	
ITEM_20211103_027243	사용 시 특성 포인트가 36,000 증가합니다. 	
ITEM_20211103_027244	칭호 - Alter Ego	
ITEM_20211103_027245	헤스란 증표는 케도라 상단의 옛 단장의 이름을 딴 신용증표입니다. 4백 년이 흐른 지금은 케도라 상단에서도 사용되지 않지만, 희귀성과 안정성을 고려하여 이를 증표로 사용하는 곳이 아직 있습니다. {nl}{#FF0000}※ 사용 시 [특성 포인트 500] 아이템을 획득합니다.{/}	ITEM_20170309_013749	Lv 260 부터 사용가능{nl}헤스란 증표는 케도라 상단의 옛 단장의 이름을 딴 신용증표입니다. 4백 년이 흐른 지금은 케도라 상단에서도 사용되지 않지만, 희귀성과 안정성을 고려하여 이를 증표로 사용하는 곳이 아직 있습니다. 	
ITEM_20211103_027246	헤스란 증표는 케도라 상단의 옛 단장의 이름을 딴 신용증표입니다. 4백 년이 흐른 지금은 케도라 상단에서도 사용되지 않지만, 희귀성과 안정성을 고려하여 이를 증표로 사용하는 곳이 아직 있습니다. {nl}{#FF0000}※ 사용 시 [특성 포인트 1000] 아이템을 획득합니다.{/}	ITEM_20170309_013751	Lv 300 부터 사용가능{nl}헤스란 증표는 케도라 상단의 옛 단장의 이름을 딴 신용증표입니다. 4백 년이 흐른 지금은 케도라 상단에서도 사용되지 않지만, 희귀성과 안정성을 고려하여 이를 증표로 사용하는 곳이 아직 있습니다. 	
ITEM_20211103_027247	특정 레이드 및 던전 입장권 제작에 필요한 아이템입니다.{nl}{#ff0000}우클릭으로 사용 가능한 재료형태로 변환 가능합니다.{/}	ITEM_20171110_016793	유니크 레이드에 입장할 때 필요한 아이템입니다. 	
ITEM_20211103_027248	사용 시 아래의 구성물을 획득할 수 있습니다.{nl} - 레이드 포탈 스톤 10개{nl} - 실버 지급 상자 : 215,000 1개	ITEM_20190509_021942	레전드 레이드에 입장할 때 필요한 아이템입니다. 	
ITEM_20211103_027249	레이드 포탈 스톤(거래불가)	
ITEM_20211103_027250	특정 레이드 및 던전 입장권 제작에 필요한 아이템입니다.	
ITEM_20211103_027251	레전드 레이드 포탈 스톤(거래불가)	
ITEM_20211103_027252	사용 시 아래의 구성물을 획득할 수 있습니다.{nl} - 레이드 포탈 스톤(거래불가) 10개{nl} - 여신의 증표(가비야) : 215 1개	
ITEM_20211103_027253	180초 동안 해당 위치로 이동할 수 있는 깃발을 설치합니다.{nl}[콜로니전] 워프 주문서-콜로니전 아이템을 사용한 길드원들만 깃발 위치로 이동이 가능합니다.{nl}스팟 지역에 있는 비점령 길드 인원만 사용할 수 있습니다.{nl}재사용 대기시간은 길드원과 공유됩니다.{nl}{#ff0000}※현재 길드 콜로니전 개편에 의해 일시적으로 사용할 수 없습니다.{/}	ITEM_20190117_021094	180초 동안 해당 위치로 이동할 수 있는 깃발을 설치합니다.{nl}[콜로니전] 워프 주문서-콜로니전 아이템을 사용한 길드원들만 깃발 위치로 이동이 가능합니다.{nl}스팟 지역에 있는 비점령 길드 인원만 사용할 수 있습니다.{nl}재사용 대기시간은 길드원과 공유됩니다.	
