SKILL_20180327_000001	Attack	공격	
SKILL_20200902_014440	Holy Flame	홀리 플레임	
SKILL_20200902_014441	Decreases cooldown of Casting Skill.	캐스팅 스킬의 쿨다운이 감소합니다.	
SKILL_20200902_014442	Increases damage{nl}Increases Movement Speed	주는 대미지 증가{nl}이동속도 증가	
SKILL_20200902_014443	Forcibly provoked by the caster of Severty.	스비어티 시전자에게 강제 도발 상태	
SKILL_20200902_014444	Increases damage	주는 피해 증가	
SKILL_20200902_014445	Recovers HP for 1% of given damage in Challenge Mode stage 6 or under. 2 seconds of recovery cycle. (Next recovery cycle is 1 second when recovering 8000 or less){nl}Recovery rate is adjusted at least 3,000, up to 30,000.{nl}(Not applied in Division Singularity)	챌린지 모드 6레벨 이하에서 입힌 피해의 1%만큼 HP를 회복합니다. 2초의 회복주기가 있습니다.(단, 8,000 이하 회복 시 다음 회복주기는 1초){nl}회복량은 최소 3,000, 최대 30,000 까지 보정됩니다.{nl}(분열특이점에서 적용되지 않음)	
SKILL_20200902_014446	Provoke- Wrath	프로보크 - 격노	
SKILL_20200902_014447	Increases Attack according to stacks.	중첩에 따라 공격력이 증가합니다.	
SKILL_20200902_014448	Promising Guild	촉망받는 길드	
SKILL_20200902_014449	Members of the Promising Guild can receive the following effects.{nl}-Attribute Points cost 80% discount{nl}-Extraction cost of attribute points exempted{nl}-Cube reopening cost 75% discount (White Witch's Forest: Legend 50% discount){nl}-Rewards x2 when reopening cube{nl}-Obtained Class Points +500%{nl}- Mercenary Badge x2,000 given once per team daily when login{nl}-Mercenary Badge Shop 20% discount	촉망받는 길드에 소속된 유저는 다음 효과를 받을 수 있습니다.{nl}-특성 포인트 구매 비용 80% 할인{nl}-특성 포인트 추출 비용 면제{nl}-큐브 재개봉 비용 75% 할인 (하얀 마녀의 숲 : 레전드 50% 할인){nl}-큐브 재개봉 시 보상 2배{nl}-클래스 변경 포인트 획득량 +500%{nl}-접속 시 팀당 1일 1회 용병단 증표 2,000개 지급{nl}-용병단 증표 상점 20% 할인	
SKILL_20200902_014450	Season Server Benefit	시즌 서버 혜택	
SKILL_20200902_014451	EXP gain when defeating monster +300%{nl}Looting Chance +1000{nl} Increases extracting chance of Ichor{nl}Enhance cost 50% discount{nl}Transcendence cost 50% discount{nl}Applying set option cost 50% discount{nl}Unique Raid Portal Stone consumed fixed to 1	몬스터 처치 시 획득 경험치 +300%{nl}루팅찬스 +1000{nl} 아이커 추출 확률 증가{nl}강화 비용 50%할인{nl}초월 비용 50%할인{nl}세트 옵션 부여 비용 50%할인{nl}유니크 레이드 포탈 스톤의 소모량 1개로 고정	
SKILL_20200902_014452	Decreases Shield attack Skill Cooldown.	방패 공격 스킬의 쿨다운이 감소합니다.	
SKILL_20200902_014453	- Reduced Market commission fee (30%{img white_right_arrow 16 16}10%){nl} - Ability to list up to 10 items on the Market{nl} - Ability to register items in Market outside min./max. price limits{nl} - Ability to retrieve Market silver instantaneously{nl} - Increases Movement speed by 3{nl} - Increases EXP by 50% from hunting monsters{nl}(Stacks with EXP Tome effects){nl} - Increases Team Storage slots by 30, additional Team Storage activated.{nl} -  Able to equip/unequip Ichor{nl} - Able to use Premium Gestures.{nl} - Statue of Goddess cost exempted and able to use Token Travel from World Map - Infinite Personal Trades	 - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가, 추가 창고 활성화{nl} - 아이커 일괄 장착/해제 가능{nl} - 프리미엄 제스처 사용 가능{nl} - 여신상 비용 면제 및 월드맵 토큰 이동 가능{nl} - 개인 거래 무제한	SKILL_20200723_014173	- Reduced Market commission fee (30%{img white_right_arrow 16 16}10%){nl} - Ability to list up to 10 items on the Market{nl} - Ability to register items in Market outside min./max. price limits{nl} - Ability to retrieve Market silver instantaneously{nl} -	 - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가, 추가 창고 활성화{nl} - 아이커 일괄 장착/해제 가능{nl} - 프리미엄 제스처 사용 가능{nl} - 개인 거래 무제한	
SKILL_20200902_014454	Increases Pistol Damage {img green_up_arrow 16 16}500	총기 대미지 증가 {img green_up_arrow 16 16}500	SKILL_20200804_014239	槍攻擊力{img green_up_arrow 16 16}500	총 공격력{img green_up_arrow 16 16}500	
SKILL_20200902_014455	Cadet Armadillo	사관생도 아르마딜로	
SKILL_20200902_014456	Increases Looting Chance {img green_up_arrow 16 16}777	루팅 찬스 증가 {img green_up_arrow 16 16}777	
SKILL_20200902_014457	Divine Machine Arrow: Chain Explosion 	신기전: 연쇄 폭발	
SKILL_20200902_014458	Attack and Defense are changed to that of Lv. 400 Legend-grade equipment with +16 ENH 10 TRA.{nl}Applied only when equipped.	공격력과 방어력이 400레벨 레전드 장비 16강 10초월 수치로 변경됩니다.{nl}장비를 착용했을 경우에만 적용됩니다.	SKILL_20190820_010449	Ataque e Defesa mudam para equipamentos de Nv. 400 Único,{nl}com Refino +11 e Transcendência Estágio 10.{nl}Efeitos são aplicados somente quando equipado.	공격력과 방어력이 400레벨 유니크 장비 11강 10초월 수치로 변경됩니다.{nl}장비를 착용했을 경우에만 적용됩니다.	
SKILL_20200902_014459	Attack and Defense are changed to that of Lv. 400 Legend-grade equipment with +40 ENH 10 TRA.{nl}Effects are applied only when equipped.{nl}The buff is transferred when the owner of the buff if incapable of combat.	공격력과 방어력이 400레벨 레전드 장비 40강 10초월 수치로 변경됩니다.{nl}장비를 착용했을 경우에만 적용됩니다.{nl}해당 버프 보유자를 죽였을 경우 버프를 뺏을 수 있습니다.	SKILL_20190820_010450	Ataque e Defesa mudam para equipamentos de Nv. 400 Lendário,{nl}com Refino +21 e Transcendência Estágio 10.{nl}Efeitos são aplicados somente quando equipado.{nl}Efeito transfere pra o inimigo se você for derrotado.	공격력과 방어력이 400레벨 레전드 장비 21강 10초월 수치로 변경됩니다.{nl}장비를 착용했을 경우에만 적용됩니다.{nl}해당 버프 보유자를 죽였을 경우 버프를 뺏을 수 있습니다.	
SKILL_20200902_014460	Block Penetration increases.	블록 관통이 증가합니다.	SKILL_20200521_013691	Block penetration increases.	블럭 관통이 증가합니다.	
SKILL_20200902_014461	Block increases.	블록이 증가합니다.	SKILL_20200521_013693	Block increases.	블럭이 증가합니다.	
SKILL_20200902_014462	Glacia Legend Raid Easy Mode Buff	글레이시어 레전드 레이드 Easy 모드 버프	
SKILL_20200902_014463	Swordsman Damage Increase Buff	소드맨 댐증 버프	
SKILL_20200902_014464	Check all Status Ailments	모든 상태이상 체크	
SKILL_20200902_014465	Wizard Damage Increase Buff	위저드 댐증 버프	
SKILL_20200902_014466	Scout Damage Increase Buff	스카우트 댐증 버프	
SKILL_20200902_014467	Archer Damage Increase Buff	아처 댐증 버프	
SKILL_20200902_014468	Cleric Damage Increase Buff	클래릭 댐증 버프	
SKILL_20200902_014469	* Increases threat values by 1500% per attribute level when attacking enemies {nl}* Get 1 stack by blocking [Provoke - Wrath] with Shield in PvE area(up to 100 stacks, gets 3 stacks for the boss, decreases 1 per 3 seconds), Increases the damage of Strike-type attack by the number of stacks of [Provoke - Wrath] * 2% when attacking the enemy with the highest threat value (Only half applies to the Weekly Boss)	* 적을 공격할 때 얻는 위협도가 특성 레벨당 1500% 증가{nl}* PvE지역에서 방패로 블록시 [프로보크 - 격노] 중첩 1획득(최대 100중첩, 보스인 경우 3획득, 3초마다 1감소), 자신의 위협도가 가장 높은 적 공격시, 때리기 공격 대미지 [프로보크 - 격노] 중첩수 * 2% 증가(주간 보스에겐 절반만 적용)	SKILL_20200723_014182	* Increases threat values when attacking enemies by 1500% per attribute level	* 적을 공격할 때 얻는 위협도가 특성 레벨당 1500% 증가	
SKILL_20200902_014470	Shield Mastery: Block Specialty	방패 마스터리: 블록 특화	SKILL_20200723_014183	Shield Mastery: Block Specialty	방패 마스터리: 블럭 특화	
SKILL_20200902_014471	* Increases Block by 1.5% per attribute level when [Shield] is equipped, applies Loophole debuff for 5 seconds when the block succeeds.{nl}Loophole Debuff: Decreases Block, Evasion by 20%, Decreases Physical, Magic Defense by 10%	* [방패] 착용 시 블록이 특성 레벨 당 1.5% 증가하고, 블록에 성공하면 상대에게 5초 동안 빈틈 디버프 부여{nl}빈틈 디버프 : 블록, 회피 20% 감소, 물리, 마법 방어력 10% 감소	SKILL_20200723_014184	*Increases Block by 1.5% per attribute level when [Shield] is equipped, applies Loophole debuff for 5 seconds when the block succeeds.{nl}Loophole Debuff: Decreases Block, Evasion by 20%, Decreases Physical, Magic Defense by 10%	* [방패] 착용 시 블럭이 특성 레벨 당 1.5% 증가하고, 블럭에 성공하면 상대에게 5초 동안 빈틈 디버프 부여{nl}빈틈 디버프 : 블럭, 회피 20% 감소, 물리, 마법 방어력 10% 감소	
SKILL_20200902_014472	* Using [Langort] increases the chance to block enemy attacks {nl}    by 5% per attribute level{nl}* After a successful block, the enemy becomes afflicted with [Silence] for 3 seconds{nl}* Increases SP consumption by 10%	* 스킬 [랑고르트]로 적의 공격을 블록할 확률이 특성 레벨당{nl}    5% 증가{nl}* 블록 성공 시 적은 3초 동안 [침묵] 디버프{nl}* SP 소모 10%증가	SKILL_20180327_003058	* Using [Langort] increases the chance to block enemy attacks by 5% per attribute level{nl}* After a successful block, the enemy becomes afflicted with [Silence] for 3 seconds{nl}* Consumo de SP + 10%	* 스킬 [랑고르트]로 적의 공격을 블럭할 확률이 특성 레벨당{nl}    5% 증가{nl}* 블럭 성공 시 적은 3초 동안 [침묵] 디버프{nl}* SP 소모 10%증가	
SKILL_20200902_014473	* Increases [High Guard]'s block and Critical Resistance increasing effects by 0.5% per attribute level{nl}* Increases additionally by 10% when mastering the maximum level	* 특성 레벨당 [하이 가드]의 블록과 치명타 저항 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	SKILL_20200723_014186	* Increases [High Guard]'s block and Critical Resistance increasing effects by 0.5% per attribute level{nl}* Increases additionally by 10% when mastering the maximum level	* 특성 레벨당 [하이 가드]의 블럭과 치명타 저항 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	
SKILL_20200902_014474	* [Rim Blow] / [Shield Robe] / [Umbo Blow] / [Synchro Thrusting]{nl}* This skill is applied additionally to the Attack by [Attribute Level] * 2% of the shield's physical defense{nl}* In the case of Synchro Thrusting, the highest level attribute applies among the Shield Attack attributes	* [림 블로] / [실드 로브] / [엄보 블로] / [양손 찌르기]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용{nl}* 양손 찌르기의 경우 습득한 여러 방패타격술 특성 중 가장 높은 레벨인 특성이 적용됨	SKILL_20200723_014187	* [Rim Blow] / [Shield Robe] / [Umbo Blow]{nl}* This skill is applied additionally to the Attack by [Attribute Level]*2% of the shield's physical defense.	* [림 블로] / [실드 로브] / [엄보 블로]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용	
SKILL_20200902_014475	[Arts] Guardian: Reflect Missile 	[아츠] 가디언: 미사일 반사	SKILL_20191029_011037	[Arts] Guardian: Reflect Spell	[아츠] 가디언: 주문 반사	
SKILL_20200902_014476	* Reflects damage of enemy's attack, in proportion to decrease rate of Guardian damage	* 가디언의 대미지 감소 비율만큼, 적의 미사일 공격의 대미지를 반사함	SKILL_20191029_011038	* Removes the damage reduction effect from [Guardian], and instead reflects 50% of damage taken from enemy magic attacks. (You only take the remaining 50% damage)	* 가디언의 대미지 감소 효과가 제거되는 대신, 적의 마법 공격의 대미지 50%를 반사합니다. (자신은 나머지 50% 대미지 받음)	
SKILL_20200902_014477	* Your Shield and [Hard Shield] buff cannot be removed by enemies during High Guard. Your movement speed is reduced by -8, and your damage dealt is reduced by -20%, but increases your Damage Reduction by 10% when Block succeeds.	* 하이가드 상태에서 방패 해제 스킬에 면역되고, 적의 버프 제거로 [하드 실드] 버프가 지워지지 않음. 또한 이동속도가 8 감소되고 자신이 적에게 가하는 공격의 대미지가 20% 낮아지는 대신 블록 성공시에 대미지 감소율이 10% 증가함	SKILL_20200723_014188	* You are immune to the shield release skill during high guard, and the [Hard Shield] buff is not erased by removing the enemy's buff. Also, the movement speed is decreased by 8 and the damage of the attack to the enemy is reduced by 20%, but increases the damage reduction rate by 10% when the block succeeds.	* 하이가드 상태에서 방패 해제 스킬에 면역되고, 적의 버프 제거로 [하드 실드] 버프가 지워지지 않음. 또한 이동속도가 8 감소되고 자신이 적에게 가하는 공격의 대미지가 20% 낮아지는 대신 블럭 성공시에 대미지 감소율이 10% 증가함	
SKILL_20200902_014478	Swash Buckling: Swear Word	[아츠] 스워시 버클링: 욕설	
SKILL_20200902_014479	* Swash Buckling applies only to enemy characters{nl}* Provoked enemy attacks the caster forcibly with basic attack for 3 seconds{nl}* Increases Movement Speed of provoked enemy by 10{nl}* [Anger Management] debuff applies to the provoked enemy for 60 seconds{nl}- Doesn't provoke if [Anger Management] debuff exists{nl}* Cooldown increases by 100 seconds	* 스워시 버클링이 적 캐릭터에게만 적용됨{nl}* 도발된 적은 시전자를 3초간 강제로 기본 공격으로 공격함{nl}* 도발된 적의 이동속도 10 증가{nl}* 도발된 적은 60초간 [분노조절] 디버프가 걸림{nl}- [분노조절] 디버프가 있으면 도발되지 않음{nl}* 재사용 대기시간 100초 증가	
SKILL_20200902_014480	* Increases [Cross Guard]'s block increasing effects by 0.5% per attribute level{nl}* 10% increases additionally at maximum level	* 특성 레벨당 [크로스 가드]의 블록 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	SKILL_20190110_008410	* Aumenta o ganho de Bloqueio de [Cross Guard] em 0.5% por nível do atributo.{nl}* +10% de aumento adicional no nível máximo	* 특성 레벨당 [크로스 가드]의 블럭 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	
SKILL_20200902_014481	[Arts] Highlander: Defiance	[아츠] 하이랜더: 디파이언스	SKILL_20191029_011045	[Arts] Highlander: Immortality	[아츠] 하이랜더: 불멸	
SKILL_20200902_014482	* Attack against Boss increases by 130 per Arts level	* 보스 대상 공격력이 아츠 레벨당 130 증가	SKILL_20191029_011046	* If you more than 20% of your SP upon death, consume 20% maximum SP and resurrect where you died after 3 seconds. (5 minute cooldown)	* 사망 시 SP가 20% 이상 남아있다면, 최대 SP의 20%를 소모하고 제자리에서 3초 후 부활합니다. (재사용 대기시간 5분)	
SKILL_20200902_014483	[Arts] Skyliner: Fury	[아츠] 스카이라이너: 퓨리	
SKILL_20200902_014484	* [Skyliner] Skill is changed to channeling that can last 2.5 seconds{nl}* Decreases Overheat to 1 time{nl}* Attack with AoE Attack Ratio by +4{nl}* Range doubles	* [스카이라이너] 스킬이 2.5초간 지속할 수 있는 채널링으로 변경됨{nl}* 오버히트 1회로 감소{nl}* 광역 공격 비율 + 4 만큼 대상 공격{nl}* 범위 2배 증가	
SKILL_20200902_014485	[Arts] Synchro Thrusting: Repeated Hits	[아츠] 양손 찌르기: 연타	
SKILL_20200902_014486	* Strike-type Attack rate changes from 65% to 50%{nl}* Applies 2 hits{nl}*Increases cooldown by 15 seconds 	* 때리기 공격력의 비율이 65%에서 50%로 변경됨{nl}* 2연타로 적용{nl}* 재사용 대기시간 15초 증가	
SKILL_20200902_014487	* While equipped with 2500 pieces of [Leather] armor, your race is changed to [Beast-type] and increases maximum Attack{nl} * Increases maximum Attack by [Transcendence Level of Main Weapon  x Arts Level x 25](Increases up to 2500, does not apply when Transcendence Level is 0){nl}* Does not activate with [Arts] Plate Mastery: Divine	* [가죽] 계열 방어구 4개 착용 시, 자신의 판정이 [야수형] 으로 적용되며 최대 공격력이 증가{nl} * [주무기 초월수치 x 아츠 레벨 x 25] 만큼 최대 공격력 증가(최대 2500 증가하며, 초월 수치가 0일 경우 적용되지 않음){nl}* [아츠] 판금 마스터리: 신성과 중복으로 활성화되지 않음	SKILL_20191029_011072	* While equipped with 4 pieces of [Leather] armor, your race is changed to [Beast-type] and your Minimum Attack is increased closer to your Maximum Attack.{nl} * Minimum Attack is increased by (Maximum Attack - Minimum Attack) * [Attribute Level] * 5%{nl}* Cannot be used simultaneously with [Arts] Plate Mastery: Divine	* [가죽] 계열 방어구 4개 착용 시, 자신의 판정이 [야수형] 으로 적용되며 최소 공격력이 최대 공격력에 가까워집니다.{nl} * (최대 공격력 - 최소 공격력) * [특성 레벨] * 5%만큼 최소 공격력 증가{nl}* [아츠] 판금 마스터리: 신성과 중복으로 활성화되지 않음	
SKILL_20200902_014488	[Arts] Pouncing: Trance	[아츠] 파운싱: 무아지경	
SKILL_20200902_014489	* Unable to move under [Pouncing], but attack range doubles{nl}* Increases SP consumption by 100%	* [파운싱] 상태에서 움직일 수 없게되지만, 공격 길이가 2배 증가{nl}* SP 소모 100%증가	
SKILL_20200902_014490	* [Targe Smash] / [Shield Bash] / [Shield Push] / [Shield Shoving] / [Shooting Star] / [Synchro Thrusting]{nl}* This skill is applied additionally to the Attack by [Attribute Level]*2% of the shield's physical defense.{nl}* In the case of Synchro Thrusting, the highest level attribute applies among the Shield Attack attributes	* [타지 스매시] / [실드 배시] / [실드 푸시] / [실드 셔빙] / [슈팅 스타] / [양손 찌르기]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용{nl}* 양손 찌르기의 경우 습득한 여러 방패타격술 특성 중 가장 높은 레벨인 특성이 적용됨	SKILL_20200723_014191	* [Targe Smash] / [Shield Bash] / [Shield Push] / [Shield Shoving]{nl}* This skill is applied additionally to the Attack by [Attribute Level]*2% of the shield's physical defense.	* [타지 스매시] / [실드 배시] / [실드 푸시] / [실드 셔빙]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용	
SKILL_20200902_014491	* Debuff removes when using [Targe Smash] to the [Ice Bolt] applied target, and gives 2 additional damage by 100% if the target is an enemy{nl}* Increases cooldown by 10 seconds	* [결빙]된 대상에게 [타지 스매시] 사용 시 해당 디버프가 풀리며, 대상이 적인 경우 100% 추가 대미지를 2번 줌{nl}* 재사용 대기시간 10초 증가	SKILL_20191029_011084	* If [Targe Smash] is used on a [Frozen] or [Petrified] target, the associated debuff will be removed. If the target is an enemy, they will take additional damage.	* [결빙], [석화] 된 대상에게 [타지 스매시]사용 시 해당 디버프가 풀리며, 대상이 적인 경우 추가 대미지를 줍니다.	
SKILL_20200902_014492	[Arts] Shooting Star: Violence	[아츠] 슈팅 스타: 바이올런스	
SKILL_20200902_014493	* Shield Physical Defense added to [Shooting Star] Attack is applied at 50%{nl}* Strike time changed to 12{nl}* Decreases Overheat from 3 to 1 time {nl}* Number of enemy that can be targeted by [Shooting Star] skill is fixed to 1	* [슈팅 스타] 공격력에 추가되는 방패 물리 방어력이 50%로 적용됨{nl}* 타격 횟수가 12회로 변경됨{nl}* 오버히트가 3에서 1로 감소{nl}* [슈팅 스타] 스킬로 타격할 수 있는 적의 개체수가 1로 고정됨	
SKILL_20200902_014494	[Arts] Slithering: Shield Cutter	[아츠] 슬리더링: 실드 커터	
SKILL_20200902_014495	* Removes effect of [Slithering] that increases Block and Physical Defense{nl}* Enemies hit receives 30% of [Slithering] damage every second {nl}* Duration is halved	* [슬리더링]의 블록, 물리 방어력 증가 효과가 제거됨{nl}* 피격되는 적은 1초마다 [슬리더링] 대미지의 30% 만큼의 대미지를 입음{nl}* 지속시간 절반으로 감소	
SKILL_20200902_014496	[Arts] Steed Charge: Fire Chariot	[아츠] 스티드 차지: 불의 전차	
SKILL_20200902_014497	* Decreases Movement Distance and Damage of [Steed Charge] by half{nl}* Skill's property changes to Fire, and flame is created in the movement distance.{nl}* The fire path lasts for 5 seconds, and the enemy hitting the flame takes half the damage of the Steed Charge every 1 second{nl}* Increases cooldown by 17 seconds	* [스티드 차지]의 이동 거리와 대미지가 절반으로 감소{nl}* 스킬의 속성이 불 속성으로 변경되고, 이동 거리 지점에 불 길이 생성됨{nl}* 불 길은 5초간 유지되고, 불 길에 닿은적은 1초마다 스티드 차지 절반의 대미지를 입음{nl}* 재사용 대기시간 17초 증가	
SKILL_20200902_014498	Damage enemies by falling bombardment around the location where the flag is installed when entering the Fever state of [Jolly Roger]{nl}Damages circle 75 range every 0.5 seconds for 5 seconds{nl}- Factor: 1135%	* [졸리 로저]의 피버 상태에 돌입하면 깃발이 설치된 위치 주변에 포격이 떨어져 적들에게 피해를 줌{nl}- 5초간 0.5초마다 원형 75 범위 대미지{nl}- 계수 1135%	SKILL_20191029_011123	* Upon gaining the fever buff from [Jolly Roger], a bombardment falls around the location nearby the flag, dealing damage to enemies.	* [졸리 로저]의 피버 상태에 돌입하면 깃발이 설치된 위치 주변에 포격이 떨어져 적들에게 피해를 줍니다.	
SKILL_20200902_014499	[Arts] Corsair: Lucky Coin	[아츠] 커세어: 럭키 코인	
SKILL_20200902_014500	* Stats [Lucky Coin] buff by 77% when using Corsair skill among Fever{nl}*  Applies [Lucky] buff that increases AoE Attack Ratio of nearby party members by 50% of your AoE Attack Ratio when the buff ends with 7 stats of [Lucky coin]{nl}* [Lucky] buff lasts for 60 seconds and AoE Attack Ratio giving cannot exceed  15{nl}* AoE Ratio does not get over 30 when the AoE Attack Ratio of party member exceeds 30 by the [Lucky] buff{nl} Increase in AoE Attack Ratio does not apply to the caster.	* 피버중 커세어 스킬 사용시 77% 확률로 [럭키 코인] 버프를 쌓음{nl}* [럭키 코인]을 7중첩 쌓은 상태로 버프가 끝나면 주변 파티원 들에게 자신의 광역 공격 비율의 50% 수치 만큼 올려주는 [럭키] 버프를 검{nl}* [럭키] 버프는 60초간 지속되며 나눠 주는 광역 공격 비율은 최대 15를 넘기지 못함{nl}* 파티원이 [럭키] 버프로 인해 광역 공격 비율이 30을 넘을겨우 30이상의 광역 공격 비율을 올려주지 않음{nl}시전자는 광역 공격 비율 증가가 적용 되지 않습니다.	
SKILL_20200902_014501	[Arts] Cyclone: Tornado	[아츠] 사이클론: 용오름	
SKILL_20200902_014502	* Decreases attack range, attack cycle, AoE Attack Ratio in half and unable to move{nl}* Cannot  be activated with [Cyclone: Ravage]{nl}* Increases cooldown by 15 seconds	* [사이클론]의 공격 범위와 공격 주기, 광역 공격 비율이 절반으로 감소하고 이동 불가{nl}* [사이클론: 라비지] 특성과 동시 적용 불가{nl}* 재사용 대기시간 15초 증가	
SKILL_20200902_014503	* Increases final damage increase effect by 0.5% per attribute level when Critical Hit of [Epee Garde]{nl}* Additional increase when mastering Maximum level 	* [에페 갸르드]의 치명타 시 최종 대미지 증가 효과가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	SKILL_20190110_008488	* Aumenta o ganho de dano crítico de [Epee Garde] em 0.5% por nível do atributo.{nl}* +10% de aumento adicional no nível máximo	* [에페 갸르드]의 치명타 대미지 증가 효과가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	
SKILL_20200902_014504	[Arts] Fencer: Nobility	[아츠] 펜서: 고결함	SKILL_20191029_011156	[Arts] Epee Garde: Nobility	[아츠] 에페 갸르드: 고결함	
SKILL_20200902_014505	* Increases damage of [Fencer] skills by 50% when attacking from the opponent's front and decreases by 30% when attacking from other directions.	* [펜서] 스킬의 대미지가 상대방의 정면에서 공격 시 대미지가 50% 증가하고, 그 외의 방향에서 공격 시 30% 감소합니다.	SKILL_20191029_011157	* [Epee Garde] increases the damage of [Fencer] skills by 50% when attacking enemies from the front, and reduces damage by 30% when attacking from other directions.	* [에페 갸르드] 버프 중 [펜서] 스킬의 대미지가 상대방의 정면에서 공격 시 대미지가 50% 증가하고, 그 외의 방향에서 공격 시 30% 감소합니다.	
SKILL_20200902_014506	[Arts]Epee Garde: Fleuret	[아츠] 에페 갸르드: 플뢰레	
SKILL_20200902_014507	* Following effects activate during Epee Garde buff{nl}* Converts 25% of Dagger weapon Attack into Physical Attack when equipping [Rapier] with [Dagger]{nl}* Final damage increase  makes efficiency from final rate by 40%{nl}* Conditional deletion of Piercing-type 	* 에페 갸르드 버프중 아래 효과 발동{nl}* [단검]과 함께 [레이피어] 착용 시 단검 무기 공격력의 25%를 물리 공격력으로 전환{nl}* 치명타 시 최종 대미지 증가가 최종 수치에서 40%효율을 냄{nl}* 찌르기 조건부 삭제	
SKILL_20200902_014508	[Arts] Raiton no Jutsu: Hirai	[아츠] 인법 뇌둔술: 비뢰	
SKILL_20200902_014509	* Rush ahead to the target {nl}* Increases cooldown by 5 seconds	* 타겟중인 대상에게 돌진{nl}* 재사용 대기시간 5초 증가	
SKILL_20200902_014510	[Arts] Dragontooth: Long Canine	[아츠] 드래곤 투스: 긴 송곳니	
SKILL_20200902_014511	*Adds 1 second of casting time to [Dragontooth]skill{nl}* Changes Overheat to 1 time, increases AoE Attack Ratio by 20{nl}* Increases skill final damage by 200%{nl}*Increases Strike length by 80%{nl}* Increases cooldown by 5 seconds	* [드래곤 투스] 스킬에 캐스팅 1초 추가{nl}* 오버히트가 1회로 변경되고, 광역 공격 비율이 20 증가{nl}* 스킬 최종 대미지 200% 증가{nl}* 타격 길이 약 80% 증가{nl}* 재사용 대기 시간 5초 증가	
SKILL_20200902_014512	* [Scutum Hit] / [Shield Train] / [Synchro Thrusting]{nl}* This skill is applied additionally to the Attack by [Attribute Level]*2% of the shield's physical defense.{nl}* In the case of Synchro Thrusting, the highest level attribute applies among the Shield Attack attributes	* [스큐텀 힛] / [실드 트레인] / [양손 찌르기]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용{nl}* 양손 찌르기의 경우 습득한 여러 방패타격술 특성 중 가장 높은 레벨인 특성이 적용됨	SKILL_20200723_014194	* [Scutum Hit] / [Shield Train]{nl}* This skill is applied additionally to the Attack by [Attribute Level]*2% of the shield's physical defense.	* [스큐텀 힛] / [실드 트레인]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*2% 만큼 공격력에 추가 적용	
SKILL_20200902_014513	* When 25% of your maximum HP or above is taken at once by physical damage, the damage received over that 25% is ignored, and the helmet is removed.{nl}* Cooldown of 10 seconds applies after the helmet is removed	* 한 번에 자신의 최대HP의 25% 이상의 물리 피해를 입을 경우, 25%에서 초과된 피해량은 무시되고, 투구가 벗겨짐{nl}* 투구가 벗겨지고 10초의 재사용 대기시간 적용	SKILL_20191029_011195	* [Cassis Crista] no longer provides 50% resistance to status ailments, and increases the damage blocked from [Gun] attacks by 100%.	* 상태 이상에 대한 저항력이 절반으로 줄어드는 대신, [총] 공격에 대한 피해에 블록이 100% 증가되어 적용됩니다.	
SKILL_20200902_014514	[Arts] Shield Train: Secondary Shock 	[아츠] 실드 트레인: 여진	
SKILL_20200902_014515	* Damages an enemy in a certain range per 0.5 seconds for 1.5 seconds after rushing to the [Shield train]{nl}*Changes Overheat to 1 time	* [실드 트레인]으로 돌진 후 1.5초간 일정 범위내의 적을 끌어당기며 0.5초마다 대미지를 줌{nl}* 오버히트 1회로 변경	
SKILL_20200902_014516	[Arts] Joust: Destroy Base	[아츠] 자우스트: 진영 파괴	
